firstname	gender	cnt
Marjorie	f	1601
Marjory	f	62
Marla	f	45
Marlaine	f	11
Marlee	f	35
Marlena	f	41
Marlene	f	410
Marley	f	80
Marlie	f	35
Marline	f	20
Marlo	f	11
Marlowe	f	11
Marly	f	68
Marlyn	f	19
Marlyne	f	32
Marnie	f	11
Maroua	f	72
Maroussia	f	14
Marsha	f	55
Marta	f	77
Martha	f	120
Marthe	f	26
Martin	f	24
Martina	f	140
Martine	f	2457
Martyne	f	17
Marwa	f	598
Marwah	f	14
Mary	f	491
Marya	f	77
Maryah	f	12
Maryam	f	816
Maryame	f	24
Maryan	f	71
Maryana	f	17
Maryane	f	152
Mary Ann	f	63
Mary-Ann	f	60
Maryann	f	129
Maryanna	f	12
Mary Anne	f	25
Mary-Anne	f	27
Maryanne	f	294
Marybel	f	21
Marybelle	f	25
Maryem	f	40
Mary Eve	f	22
Mary-Eve	f	19
Maryeve	f	44
Mary Grace	f	18
Mary Jane	f	43
Mary-Jane	f	61
Maryjane	f	44
Maryka	f	206
Mary-Kate	f	29
Mary Kim	f	13
Marykim	f	18
Marylaine	f	15
Mary Lee	f	25
Mary-Lee	f	54
Marylee	f	150
Marylene	f	401
Marylie	f	257
Marylin	f	95
Maryline	f	318
Marylise	f	70
Mary Lou	f	45
Mary-Lou	f	63
Marylou	f	1019
Mary-Loup	f	11
Maryloup	f	27
Marylune	f	20
Marylyn	f	31
Mary Lynn	f	14
Maryna	f	39
Maryne	f	18
Maryon	f	25
Mary Pier	f	43
Mary-Pier	f	35
Marypier	f	19
Mary Rose	f	12
Marysa	f	29
Maryse	f	1780
Maryska	f	19
Marysol	f	32
Mary-Soleil	f	21
Marysoleil	f	14
Maryssa	f	82
Masa	f	31
Masha	f	52
Massa	f	18
Massilia	f	29
Massilya	f	28
Massiva	f	14
Massylia	f	17
Matea	f	24
Mathea	f	18
Mathieu	f	96
Mathilda	f	90
Mathilde	f	3677
Mathura	f	15
Mathylde	f	57
Matilda	f	106
Matilde	f	130
Matisse	f	48
Mattea	f	21
Matthew	f	25
Matty	f	11
Maty	f	15
Maud	f	247
Maude	f	10234
Maude Emilie	f	38
Maude-Emilie	f	22
Maude Sophie	f	21
Maude-Sophie	f	17
Maura	f	18
Maurane	f	61
Mauranne	f	19
Maureen	f	103
Mavie	f	29
Mavis	f	23
Mavy	f	15
Maxance	f	11
Maxeen	f	16
Maxence	f	57
Maxim	f	1216
Maxime	f	990
Maxine	f	282
Maxym	f	210
Maxyme	f	108
Maxyne	f	15
May	f	136
Maya	f	3845
Mayah	f	22
Mayan	f	12
Mayana	f	14
Mayane	f	16
May-Ann	f	28
May-Anne	f	18
Mayar	f	120
Maya-Rose	f	18
Maybelle	f	11
Maygan	f	97
Maygane	f	53
Mayka	f	175
Mayla	f	57
May-Lee	f	22
Maylee	f	49
Mayli	f	11
Maylia	f	38
Mayliane	f	12
Maylie	f	90
Maylina	f	40
Mayline	f	19
Maylis	f	41
Maylissa	f	12
Maylodie	f	14
Mayna	f	22
Mayra	f	51
Mayra Alejandra	f	12
Mayranie	f	11
Maysa	f	33
Mayssa	f	156
Mayssam	f	26
Mayssane	f	18
Mayte	f	12
Mayva	f	17
Mayve	f	11
M Catherine	f	50
M Chantale	f	67
M Christelle	f	15
M Christina	f	16
M Christine	f	1424
M-Christine	f	59
Mckayla	f	18
Mckenna	f	25
Mckenzie	f	38
M Claude	f	32
M Danielle	f	19
Mea	f	24
Meadow	f	31
Meagan	f	421
Meagane	f	11
Meaghan	f	203
Meane	f	38
Meanne	f	76
Medgine	f	15
Medina	f	35
Medjina	f	13
Medjine	f	14
Meeka	f	11
Meena	f	21
Meera	f	35
Meg	f	28
Megan	f	5274
Megane	f	5021
Meg Ann	f	14
Meg-Ann	f	78
Megann	f	147
Meg Anne	f	13
Meg-Anne	f	56
Meganne	f	403
Meggan	f	157
Meggane	f	16
Meggie	f	495
Meggy	f	227
Megha	f	13
Meghan	f	695
Meghane	f	136
Meghann	f	42
Mehak	f	15
Mehnaz	f	11
Mehreen	f	17
Mei	f	27
Meighan	f	11
Meika	f	17
Meili	f	15
Meira	f	26
Meissa	f	18
Mekayla	f	11
Melani	f	20
Melania	f	36
Melanie	f	13137
Melanie Ann	f	11
Melany	f	147
Melea	f	11
Meleena	f	16
Melek	f	44
Melia	f	523
Meliane	f	429
Meliann	f	15
Melianne	f	166
Melia-Rose	f	15
Melicia	f	11
Melie	f	70
Melika	f	162
Melike	f	19
Melina	f	2710
Melinda	f	429
Meline	f	36
Melis	f	15
Melisa	f	238
Melisande	f	73
Melisandre	f	32
Melise	f	16
Melissa	f	14409
Melissa A	f	17
Melissa Ann	f	45
Melissa Anne	f	34
Melissande	f	36
Melissandre	f	72
Melissa Rose	f	12
Melissa Sue	f	20
Meliza	f	61
Mellie	f	12
Mellina	f	37
Mellisa	f	18
Mellissa	f	44
Melly	f	21
Melodi	f	14
Melodia	f	13
Melodie	f	4173
Melody	f	1577
Melodye	f	27
Meloe	f	12
Melrose	f	25
Mely	f	13
Melya	f	161
Melyan	f	12
Melyane	f	175
Mely-Ann	f	38
Melyann	f	42
Mely-Anne	f	19
Melyanne	f	64
Melya-Rose	f	11
Melyka	f	38
Melyna	f	532
Melynda	f	89
Melynna	f	11
Mely-Rose	f	11
Melysa	f	18
Melyssa	f	300
M Emmanuelle	f	11
Mena	f	14
Mendy	f	13
Meng	f	16
Meral	f	13
Meranie	f	16
Mercedes	f	174
Mercedez	f	24
Mercy	f	12
Meredith	f	547
Meri	f	11
Meriam	f	165
Meriame	f	13
Meriem	f	561
Merieme	f	12
Merika	f	48
Merina	f	18
Merissa	f	21
Merline	f	20
Merna	f	15
Merola	f	14
Merve	f	19
Merveille	f	44
Mery	f	13
Meryam	f	78
Meryem	f	210
Meryka	f	19
Meryl	f	17
Meygan	f	12
Meyranie	f	42
Meyssa	f	13
M Frederique	f	17
M Gabrielle	f	21
M Helene	f	53
Mia	f	5565
Miah	f	33
Mia-Jade	f	32
Mia-Kim	f	29
Miakim	f	27
Mialy	f	12
Mia-Maude	f	14
Miana	f	17
Mia Rose	f	38
Mia-Rose	f	181
Mia Victoria	f	13
Micaela	f	87
Micaella	f	13
Micah	f	27
Micha	f	26
Michael	f	69
Michaela	f	207
Michaella	f	89
Michaelle	f	161
Michal	f	20
Michel	f	28
Michela	f	37
Michele	f	999
Michelina	f	15
Micheline	f	120
Michelle	f	2215
Mickaela	f	30
Mickaella	f	39
Mickaelle	f	20
Midori	f	20
Mihaela	f	57
Mijanou	f	13
Mika	f	191
Mikael	f	19
Mikaela	f	309
Mikaele	f	25
Mikaella	f	190
Mikaelle	f	162
Mikaila	f	17
Mikayla	f	215
Mikela	f	25
Mikella	f	23
Mikhaela	f	14
Mikka	f	11
Miko	f	13
Mila	f	2511
Milagros	f	11
Milah	f	14
Milaine	f	77
Milan	f	27
Milana	f	121
Milane	f	91
Milania	f	14
Milanne	f	13
Mila Rose	f	34
Mila-Rose	f	54
Milca	f	14
Mildred	f	25
Mileena	f	14
Milena	f	232
Milene	f	140
Miley	f	159
Mili	f	14
Milia	f	45
Miliana	f	16
Miliane	f	24
Milianne	f	11
Milica	f	33
Milie	f	70
Milika	f	11
Milina	f	26
Milissa	f	22
Milka	f	20
Milla	f	87
Millicent	f	11
Millie	f	88
Milly	f	67
Mily	f	40
Milya	f	16
Mily-Ann	f	12
Milyna	f	14
Mimi	f	18
Mina	f	219
Minahil	f	14
Minal	f	11
Mindy	f	149
Minh	f	11
Minh Thu	f	12
Minnie	f	67
Mira	f	315
Mirabelle	f	33
Miracle	f	13
Miral	f	86
Miralie	f	11
Miraly	f	12
Miranda	f	382
Miray	f	19
Mireille	f	1513
Mirel	f	35
Mirela	f	37
Mirella	f	70
Miri	f	29
Miriam	f	778
Miriame	f	21
Miriane	f	18
Mirianne	f	21
Mirielle	f	12
Mirina	f	11
Mirka	f	106
Mirna	f	104
Miruna	f	20
Miry	f	23
Miryam	f	100
M Isabelle	f	15
Mischa	f	33
Misha	f	83
Mishel	f	19
Mishka	f	21
Missy	f	12
Misty	f	20
Mitra	f	13
Miya	f	134
M Josee	f	13
M Kristine	f	13
M Laurence	f	79
M Michele	f	63
M Michelle	f	309
Moana	f	29
Moesha	f	11
Mohini	f	11
Moika	f	17
Moira	f	94
Molie	f	45
Molka	f	32
Mollie	f	102
Molly	f	819
Moly	f	28
Momina	f	20
Mona	f	270
Monia	f	89
Monica	f	694
Monika	f	304
Moniqua	f	11
Monique	f	166
Montana	f	25
Montserrat	f	14
Morane	f	36
Morena	f	11
Morgan	f	280
Morgane	f	667
Morganne	f	31
Moriah	f	18
Morsal	f	15
Mouna	f	120
Mounia	f	59
Mounira	f	15
M Philippe	f	41
Muna	f	17
Muriel	f	46
Murielle	f	130
Mursal	f	34
Mushka	f	17
Muskan	f	22
Mya	f	1967
Myah	f	55
Mya-Jade	f	17
Mya-Kim	f	13
Myakim	f	15
Myana	f	27
Mya-Rose	f	73
Mychele	f	15
Myka	f	39
Mykaela	f	29
Mykaella	f	24
Mykaelle	f	12
Myla	f	176
Mylah	f	15
Mylaine	f	188
Mylane	f	25
Mylee	f	48
Mylen	f	20
Mylena	f	50
Mylene	f	3859
Mylia	f	51
Myliane	f	30
Mylianne	f	14
Mylie	f	85
Mylina	f	25
My Linh	f	19
Myna	f	12
Myra	f	115
Myralie	f	47
Myranda	f	67
Myranie	f	65
Myreille	f	27
Myria	f	25
Myriam	f	7858
Myriame	f	174
Myrian	f	25
Myriane	f	84
Myrianna	f	12
Myrianne	f	138
Myrielle	f	12
Myriem	f	29
Myrka	f	63
Myrlene	f	11
Myrna	f	21
Myrtille	f	22
Mysha	f	16
Naama	f	16
Naba	f	16
Nabiha	f	18
Nabila	f	74
Nada	f	720
Nadeen	f	21
Nadege	f	215
Nadeige	f	55
Nadejda	f	18
Nadia	f	2779
Nadim	f	11
Nadin	f	13
Nadine	f	1209
Nadira	f	14
Nadiya	f	12
Nadja	f	26
Nadya	f	73
Nadyne	f	16
Naela	f	21
Naelie	f	33
Naella	f	25
Naelle	f	57
Naelly	f	13
Naely	f	32
Naema	f	23
Naeva	f	44
Naevia	f	20
Nafeesa	f	12
Nafisa	f	36
Nafissa	f	27
Nafissatou	f	21
Nagham	f	26
Nahema	f	14
Nahid	f	19
Nahima	f	26
Nahla	f	52
Nahomie	f	33
Nahomy	f	14
Naia	f	59
Naica	f	11
Naida	f	21
Naika	f	158
Naila	f	318
Nailah	f	18
Naima	f	321
Naina	f	13
Naira	f	20
Naisha	f	24
Najat	f	15
Najia	f	15
Najla	f	13
Najma	f	15
Najwa	f	47
Nakia	f	11
Nakisha	f	23
Nakita	f	32
Nala	f	40
Nalia	f	22
Naly	f	11
Nalya	f	12
Nan	f	12
Nana	f	29
Nancie	f	18
Nancy	f	3796
Nanny	f	11
Nanor	f	14
Naome	f	18
Naomi	f	1799
Naomie	f	2354
Naomy	f	641
Naomye	f	15
Nara	f	23
Narges	f	28
Nargis	f	21
Nariman	f	12
Narimane	f	38
Narimene	f	15
Narjes	f	12
Narjis	f	18
Narjiss	f	14
Narjisse	f	12
Nasha	f	14
Nasim	f	16
Nasra	f	11
Nasrin	f	11
Nasrine	f	15
Nassima	f	45
Nastasia	f	15
Nastassia	f	21
Natacha	f	1505
Natali	f	44
Natalia	f	416
Natalie	f	674
Nataliya	f	24
Nataly	f	45
Natalya	f	50
Natania	f	12
Natanya	f	14
Natasa	f	31
Natascha	f	21
Natasha	f	1392
Nathacha	f	57
Nathaelle	f	18
Nathalia	f	97
Nathalie	f	3261
Nathaly	f	38
Nathalya	f	12
Nathan	f	17
Nathanael	f	21
Nathanaelle	f	18
Nathania	f	24
Nathaniel	f	21
Nathanielle	f	35
Nathasha	f	32
Nava	f	27
Navpreet	f	11
Navya	f	12
Nawal	f	48
Nawel	f	26
Nay	f	16
Naya	f	178
Nayab	f	13
Nayeli	f	43
Nayiri	f	14
Nayka	f	17
Nayla	f	220
Naylah	f	15
Nayma	f	11
Nazanin	f	31
Nazia	f	18
Nazifa	f	16
Ndeye Fatou	f	22
Nechama	f	58
Nechuma	f	13
Nectaria	f	14
Neda	f	41
Nedjma	f	12
Neebin	f	13
Neela	f	26
Neelam	f	14
Neema	f	33
Negar	f	28
Negin	f	14
Neha	f	57
Nehemie	f	55
Neige	f	13
Neila	f	132
Neissa	f	19
Nektaria	f	12
Nelia	f	236
Nelie	f	16
Nell	f	45
Nella	f	31
Nellia	f	16
Nellie	f	396
Nelly	f	795
Nellya	f	23
Nelly-Ann	f	27
Nelly-Anne	f	11
Nelly-Rose	f	18
Nelya	f	109
Neomie	f	15
Nephtalie	f	27
Neriah	f	11
Nerissa	f	15
Nerlande	f	13
Nerline	f	12
Nermine	f	48
Nesma	f	18
Nesrine	f	216
Nessa	f	26
Nessrine	f	13
Neva	f	47
Nevaeh	f	65
Neve	f	78
Neveah	f	17
Nevena	f	16
Neyla	f	72
Neyssa	f	17
Ngoc Anh	f	12
Nguyen	f	11
Nia	f	52
Niama	f	13
Nicholas	f	16
Nicki	f	12
Nickie	f	17
Nicky	f	73
Nico	f	12
Nicola	f	73
Nicolas	f	68
Nicole	f	1163
Nicoleta	f	43
Nicoletta	f	50
Nicolette	f	13
Nicolina	f	23
Nicolle	f	18
Nida	f	41
Nidhi	f	12
Nidia	f	15
Nihad	f	18
Nihal	f	42
Nihel	f	35
Nika	f	88
Niki	f	88
Nikita	f	210
Nikki	f	163
Nikkie	f	15
Nikky	f	24
Nikol	f	35
Nikole	f	14
Nikoletta	f	16
Nikolina	f	20
Niky	f	17
Nila	f	40
Nilab	f	11
Nilani	f	12
Nilofar	f	14
Niloufar	f	15
Nima	f	22
Nimra	f	19
Nina	f	664
Ninon	f	40
Nirmine	f	11
Nisa	f	14
Nisha	f	36
Nishat	f	11
Nisrine	f	76
Nissrine	f	15
Nivetha	f	13
Nivine	f	11
Niya	f	15
Noa	f	242
Noah	f	79
Noalie	f	26
Noee	f	16
Noelia	f	26
Noelie	f	287
Noella	f	57
Noelle	f	49
Noellie	f	14
Noelly	f	14
Noely	f	54
Noemi	f	497
Noemia	f	12
Noemie	f	9518
Noemy	f	729
Noemye	f	18
Noha	f	67
Nohemie	f	18
Nohemy	f	11
Nola	f	55
Nolwenn	f	43
Noor	f	270
Noora	f	15
Nora	f	780
Norah	f	627
Noralie	f	55
Noraly	f	21
Noreen	f	27
Norma	f	31
Nouha	f	57
Nouhaila	f	23
Nour	f	969
Noura	f	123
Nouran	f	14
Nourane	f	34
Noure	f	13
Nour El Houda	f	78
Nour Elhouda	f	17
Nourelhouda	f	11
Nourhane	f	23
Noussaiba	f	15
Nova	f	92
Novalee	f	37
Novalie	f	130
Novaly	f	45
Nuha	f	11
Numidia	f	14
Nuria	f	14
Nusrat	f	24
Nya	f	21
Nyah	f	11
Nydia	f	23
Nyla	f	56
Nylah	f	20
Nyota	f	16
Nyssa	f	14
Oana	f	27
Ocean	f	22
Oceana	f	62
Oceane	f	3873
Oceanie	f	16
Oceann	f	62
Oceanna	f	35
Oceanne	f	2161
Ocelia	f	12
Octavia	f	59
Octavie	f	20
Odalie	f	13
Odelia	f	46
Odelie	f	109
Odessa	f	33
Odette	f	32
Odile	f	289
Odree	f	41
Odrey	f	18
Ofelia	f	41
Ofelie	f	25
Ohana	f	13
Oksana	f	144
Oksanna	f	24
Ola	f	26
Oleksandra	f	23
Olena	f	27
Olga	f	188
Olie	f	92
Olive	f	130
Olivia	f	7903
Oliviane	f	17
Olivianne	f	18
Olivia Rose	f	38
Olivia-Rose	f	72
Olivier	f	53
Olivya	f	16
Ollie	f	44
Olympe	f	22
Olympia	f	14
Olyvia	f	71
Omaima	f	19
Omayma	f	17
Omnia	f	13
Ons	f	21
Oona	f	22
Opale	f	31
Ophelia	f	365
Ophelie	f	2142
Ophely	f	77
Ophelya	f	19
Orelia	f	13
Orelie	f	74
Orely	f	32
Oria	f	13
Oriana	f	73
Oriane	f	79
Orianna	f	16
Orianne	f	35
Orlane	f	38
Orly	f	41
Ornella	f	57
Orphee	f	26
Osaka	f	13
Otilia	f	12
Oumaima	f	99
Oumayma	f	40
Oumnia	f	22
Oumou	f	57
Oumy	f	12
Ourania	f	17
Oviya	f	14
Oxana	f	108
Oxanna	f	78
Ozalee	f	20
Ozlem	f	16
Paige	f	250
Paisley	f	50
Paloma	f	101
Pamela	f	2243
Pamelie	f	30
Pamella	f	86
Panagiota	f	115
Panayiota	f	13
Paniz	f	14
Paola	f	209
Paola Andrea	f	19
Paraskevi	f	43
Paris	f	46
Parisa	f	30
Parker	f	11
Parmis	f	13
Parnian	f	15
Pascal	f	32
Pascale	f	2533
Pascaline	f	25
Pascalle	f	18
Pasha	f	24
Paskale	f	16
Pasquale	f	31
Pasqualina	f	13
Patience	f	19
Patil	f	17
Patrice	f	21
Patricia	f	3881
Patrick	f	41
Patricya	f	14
Patrizia	f	51
Patrycia	f	21
Patrycja	f	12
Patsy	f	61
Paul	f	12
Paula	f	236
Paula Andrea	f	51
Paule	f	130
Paulette	f	15
Paulina	f	154
Pauline	f	265
Payal	f	11
Payton	f	109
Pearl	f	124
Pegah	f	11
Peggy	f	155
Penda	f	12
Penelope	f	1727
Peneloppe	f	100
Penina	f	29
Penny	f	40
Perl	f	31
Perla	f	149
Perle	f	52
Perrine	f	35
Perry	f	18
Pessy	f	36
Petra	f	47
Peyton	f	141
Phaedra	f	12
Phanie	f	30
Phany	f	13
Phara	f	17
Phebee	f	15
Phenix	f	13
Philippa	f	22
Philippe	f	53
Philippine	f	13
Philomene	f	115
Phoebe	f	175
Phoenix	f	77
Phuong	f	11
Phuong Anh	f	13
Phybie	f	16
Phylicia	f	13
Phyllis	f	11
Pia	f	33
Pier	f	13
Pier Ann	f	60
Pier-Ann	f	14
Pier Anne	f	53
Pier-Anne	f	22
Pierre	f	13
Pierre Luc	f	16
Pierrette	f	19
Pilar	f	15
Pina	f	17
Piper	f	38
Polina	f	134
Pooja	f	31
Poonam	f	11
Poppy	f	11
Precilia	f	22
Precilla	f	32
Precillia	f	32
Precious	f	34
Prescilia	f	14
Prescilla	f	55
Prescillia	f	28
Presley	f	18
Pricilla	f	25
Princess	f	21
Princesse	f	14
Prisca	f	49
Priscila	f	33
Priscilia	f	21
Priscilla	f	830
Priscille	f	77
Priscillia	f	127
Prisha	f	18
Priska	f	16
Priya	f	99
Priyanka	f	41
Providence	f	71
Prudence	f	20
Prunelle	f	21
Pryscilla	f	11
Qamar	f	11
Qi	f	14
Qian	f	14
Qing	f	11
Queen	f	12
Queenie	f	20
Quinn	f	90
Qullik	f	15
Rabab	f	29
Rabia	f	86
Racha	f	135
Rachael	f	51
Rachel	f	3511
Rachel Ann	f	11
Rachele	f	77
Rachelle	f	521
Radhika	f	23
Radia	f	42
Rae	f	12
Rafaela	f	55
Rafaele	f	135
Rafaella	f	50
Rafaelle	f	765
Raffaela	f	11
Raffaele	f	15
Raffaella	f	36
Raghad	f	42
Raha	f	21
Rahaf	f	44
Rahima	f	19
Rahma	f	122
Rain	f	15
Raina	f	52
Raisa	f	25
Raissa	f	48
Raizel	f	19
Raizy	f	91
Rajaa	f	16
Raluca	f	29
Rama	f	86
Ramata	f	23
Ramatoulaye	f	36
Rameen	f	12
Ramona	f	30
Ramsha	f	11
Ramya	f	11
Ran	f	18
Rana	f	216
Rand	f	24
Randa	f	44
Randi	f	12
Raneem	f	17
Rania	f	654
Ranim	f	82
Ranime	f	24
Ranya	f	125
Raphael	f	42
Raphaela	f	17
Raphaele	f	124
Raphaella	f	59
Raphaelle	f	4414
Raquel	f	138
Rasha	f	73
Rashida	f	15
Raven	f	105
Ravneet	f	11
Rawan	f	105
Rawane	f	50
Raya	f	55
Rayan	f	59
Rayana	f	21
Rayane	f	60
Rayanne	f	23
Rayhana	f	54
Rayhane	f	24
Raymonde	f	12
Rayna	f	41
Rayne	f	13
Razan	f	71
Razane	f	108
Razia	f	13
Rea	f	20
Reagan	f	21
Reanna	f	14
Rebeca	f	155
Rebecca	f	3695
Rebecca Ann	f	11
Rebecka	f	160
Rebeka	f	345
Rebekah	f	100
Rebekka	f	19
Reda	f	20
Reem	f	176
Reema	f	30
Reena	f	16
Reese	f	30
Regan	f	14
Regina	f	80
Regine	f	101
Reham	f	13
Rehana	f	21
Reina	f	60
Reine	f	48
Remas	f	12
Remi	f	14
Remie	f	14
Rena	f	34
Renad	f	16
Renata	f	71
Renaude	f	47
Rene	f	11
Renee	f	447
Renee Anne	f	20
Renee Claude	f	62
Renee-Claude	f	13
Renee Maude	f	12
Renee Pier	f	18
Renelle	f	27
Reya	f	17
Reyhan	f	11
Reyna	f	15
Rhea	f	98
Rhianna	f	14
Rhiannon	f	25
Rhita	f	42
Rhoda	f	28
Rhonda	f	24
Ria	f	31
Riana	f	13
Rianna	f	22
Richelle	f	47
Richere	f	68
Rida	f	22
Riddhi	f	11
Rifka	f	20
Rifky	f	34
Rihab	f	57
Riham	f	61
Rihana	f	23
Rihanna	f	77
Rihem	f	17
Riley	f	307
Rim	f	391
Rima	f	201
Rimas	f	15
Rime	f	102
Rimsha	f	15
Rina	f	77
Rinad	f	14
Rita	f	631
Ritaj	f	34
Ritaje	f	17
Rital	f	11
Ritej	f	30
Ritel	f	11
Riva	f	11
River	f	23
Rivka	f	178
Rivkah	f	51
Rivky	f	87
Riya	f	45
Roba	f	12
Roberta	f	48
Robin	f	89
Robina	f	12
Robyn	f	131
Rochel	f	44
Rochelle	f	42
Rocio	f	19
Rojin	f	13
Rokaya	f	42
Rokhaya	f	24
Rokia	f	15
Rola	f	33
Rolande	f	15
Roma	f	18
Romaissa	f	25
Romance	f	17
Romane	f	1199
Romayssa	f	18
Romi	f	72
Romie	f	409
Romina	f	71
Rommie	f	11
Rommy	f	21
Romy	f	2812
Rona	f	15
Ronika	f	11
Rory	f	20
Rosa	f	173
Rosabel	f	22
Rosabelle	f	143
Rosa Lee	f	11
Rosa-Lee	f	59
Rosalee	f	40
Rosalia	f	68
Rosalice	f	11
Rosalie	f	9175
Rosalina	f	27
Rosalind	f	17
Rosalinda	f	13
Rosaline	f	62
Rosally	f	14
Rosaly	f	516
Rosalye	f	57
Rosalyne	f	27
Rosalynn	f	11
Rosa Maria	f	22
Rosana	f	32
Rosane	f	43
Rosanna	f	90
Rosanne	f	203
Rosaria	f	11
Rose	f	4888
Rose Aimee	f	16
Rose-Aimee	f	77
Rose-Alice	f	44
Rose-Aline	f	12
Rose-Ally	f	17
Rose-Aly	f	49
Rose-Ann	f	11
